Cell Name,Pin name,Direction,Max Transition,Area,Function,Leakage Power,Max_Cap,Input Transition Fall,Input Transition Rise,Output Capacitance Fall,Output Capacitance Rise,Delay Fall,Delay Rise,Delay Value Fall,Delay Value Rise,Max Pin Delay Fall,Max Pin Delay Rise
sky130_fd_sc_hd__o21ai_1,"['A1', 'A2', 'B1', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.490003]",5.0048,(!A1&!A2)|(!B1),0.00104669,"[0.002335, 0.002459, 0.001996, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00116639, 0.00272092, 0.0063473, 0.0148068, 0.034541, 0.0805764]","[0.0005, 0.00116639, 0.00272092, 0.0063473, 0.0148068, 0.034541, 0.0805764]","[0.0674541, 0.072441, 0.0834167, 0.1059427, 0.1542239, 0.2647956, 0.5211881]","[0.1220365, 0.1310179, 0.1517663, 0.1995652, 0.3093385, 0.5630207, 1.1526382]",0.1059427,0.1995652,A1,A1
sky130_fd_sc_hd__o21ai_2,"['A1', 'A2', 'B1', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.499799]",8.7584,(!A1&!A2)|(!B1),0.002081691,"[0.004832, 0.004422, 0.004379, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00127761, 0.00326459, 0.00834177, 0.0213151, 0.0544649, 0.13917]","[0.0005, 0.00127761, 0.00326459, 0.00834177, 0.0213151, 0.0544649, 0.13917]","[0.0620934, 0.0653591, 0.0726752, 0.0892139, 0.125128, 0.21259, 0.4332479]","[0.1310149, 0.1374957, 0.1530491, 0.191855, 0.2895239, 0.5357907, 1.1601381]",0.0892139,0.191855,A1,A1
sky130_fd_sc_hd__o21ai_4,"['A1', 'A2', 'B1', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.494339]",16.2656,(!A1&!A2)|(!B1),0.003152118,"[0.009144, 0.008474, 0.008692, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00138341, 0.00382765, 0.0105904, 0.0293018, 0.0810729, 0.224314]","[0.0005, 0.00138341, 0.00382765, 0.0105904, 0.0293018, 0.0810729, 0.224314]","[0.0608769, 0.0628951, 0.0683591, 0.0814181, 0.1122911, 0.1908625, 0.4048147]","[0.1435823, 0.147767, 0.1596073, 0.1916122, 0.2779779, 0.5136339, 1.1600039]",0.0814181,0.1916122,A1,A1
sky130_fd_sc_hd__o21ba_1,"['A1', 'A2', 'B1_N', 'X']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.505521]",10.0096,(A1&!B1_N)|(A2&!B1_N),0.007265405,"[0.002396, 0.002416, 0.001355, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130294, 0.0033953, 0.00884774, 0.0230561, 0.0600815, 0.156565]","[0.0005, 0.00130294, 0.0033953, 0.00884774, 0.0230561, 0.0600815, 0.156565]","[0.1888591, 0.1956497, 0.2097063, 0.2372285, 0.2932561, 0.4226357, 0.7540888]","[0.2195842, 0.2269429, 0.2436485, 0.2824132, 0.3789056, 0.6266793, 1.2685965]",0.2372285,0.2824132,A1,B1_N
sky130_fd_sc_hd__o21ba_2,"['A1', 'A2', 'B1_N', 'X']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.502958]",10.0096,(A1&!B1_N)|(A2&!B1_N),0.002870531,"[0.00239, 0.002378, 0.001385, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00142202, 0.00404429, 0.0115021, 0.0327125, 0.0930357, 0.264597]","[0.0005, 0.00142202, 0.00404429, 0.0115021, 0.0327125, 0.0930357, 0.264597]","[0.2196711, 0.2256028, 0.2386482, 0.264198, 0.3137102, 0.4234974, 0.7119756]","[0.2412157, 0.24727, 0.2615749, 0.2946672, 0.3783785, 0.6098907, 1.2655668]",0.264198,0.2946672,A1,B1_N
sky130_fd_sc_hd__o21ba_4,"['A1', 'A2', 'B1_N', 'X']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.506605]",16.2656,(A1&!B1_N)|(A2&!B1_N),0.005538811,"[0.004396, 0.004384, 0.002392, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00155493, 0.00483559, 0.015038, 0.0467658, 0.145435, 0.45228]","[0.0005, 0.00155493, 0.00483559, 0.015038, 0.0467658, 0.145435, 0.45228]","[0.2271705, 0.2310844, 0.2409902, 0.2625797, 0.3068449, 0.4054743, 0.6753914]","[0.2310428, 0.2353215, 0.246579, 0.2749305, 0.3505095, 0.5748245, 1.2653706]",0.2625797,0.2749305,A1,B1_N
sky130_fd_sc_hd__o21bai_1,"['A1', 'A2', 'B1_N', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.496908]",7.5072,(!A1&!A2)|(B1_N),0.002868294,"[0.002346, 0.002338, 0.001696, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00115967, 0.00268965, 0.00623818, 0.0144684, 0.033557, 0.0778298]","[0.0005, 0.00115967, 0.00268965, 0.00623818, 0.0144684, 0.033557, 0.0778298]","[0.1655771, 0.170729, 0.1814532, 0.2036503, 0.2505218, 0.3548375, 0.5944741]","[0.1269771, 0.1364028, 0.1577688, 0.2067211, 0.3184329, 0.574887, 1.1664504]",0.2036503,0.2067211,B1_N,A1
sky130_fd_sc_hd__o21bai_2,"['A1', 'A2', 'B1_N', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.498986]",11.2608,(!A1&!A2)|(B1_N),0.00408187,"[0.004379, 0.004411, 0.001344, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00127901, 0.00327173, 0.00836916, 0.0214085, 0.0547633, 0.140086]","[0.0005, 0.00127901, 0.00327173, 0.00836916, 0.0214085, 0.0547633, 0.140086]","[0.2018352, 0.2056278, 0.21429, 0.2341507, 0.2766742, 0.3744368, 0.6163803]","[0.1322963, 0.1385628, 0.1542506, 0.1936249, 0.2918922, 0.5391299, 1.1669591]",0.2341507,0.1936249,B1_N,A1
sky130_fd_sc_hd__o21bai_4,"['A1', 'A2', 'B1_N', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.496012]",18.768,(!A1&!A2)|(B1_N),0.00516203,"[0.008878, 0.008501, 0.002356, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00140425, 0.00394386, 0.0110764, 0.031108, 0.0873671, 0.245371]","[0.0005, 0.00140425, 0.00394386, 0.0110764, 0.031108, 0.0873671, 0.245371]","[0.1878317, 0.1899753, 0.1963749, 0.2119395, 0.2494957, 0.343889, 0.6005772]","[0.1378272, 0.1419587, 0.1536869, 0.1854007, 0.2719947, 0.5100457, 1.1729715]",0.2119395,0.1854007,B1_N,A1
sky130_fd_sc_hd__o221a_1,"['A1', 'A2', 'B1', 'B2', 'C1', 'X']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.504869]",11.2608,(A1&B1&C1)|(A2&B1&C1)|(A1&B2&C1)|(A2&B2&C1),0.002727623,"[0.00238, 0.002401, 0.002341, 0.002355, 0.002318, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00129781, 0.00336862, 0.00874366, 0.0226952, 0.0589081, 0.152903]","[0.0005, 0.00129781, 0.00336862, 0.00874366, 0.0226952, 0.0589081, 0.152903]","[0.2635328, 0.2712307, 0.2867009, 0.3164023, 0.3730869, 0.4956414, 0.7968403]","[0.1732266, 0.1815813, 0.2001148, 0.240709, 0.3368399, 0.582793, 1.2220801]",0.3164023,0.240709,A1,A1
sky130_fd_sc_hd__o221a_2,"['A1', 'A2', 'B1', 'B2', 'C1', 'X']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.502783]",11.2608,(A1&B1&C1)|(A2&B1&C1)|(A1&B2&C1)|(A2&B2&C1),0.003653867,"[0.002374, 0.002381, 0.002333, 0.00234, 0.002312, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00143641, 0.00412656, 0.0118549, 0.034057, 0.0978399, 0.281077]","[0.0005, 0.00143641, 0.00412656, 0.0118549, 0.034057, 0.0978399, 0.281077]","[0.2934205, 0.3004826, 0.3156959, 0.3451593, 0.4007047, 0.5171076, 0.8133037]","[0.1833611, 0.1905189, 0.2070107, 0.243543, 0.3300815, 0.5657069, 1.2403831]",0.3451593,0.243543,A1,A1
sky130_fd_sc_hd__o221a_4,"['A1', 'A2', 'B1', 'B2', 'C1', 'X']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.504751]",20.0192,(A1&B1&C1)|(A2&B1&C1)|(A1&B2&C1)|(A2&B2&C1),0.007400792,"[0.004864, 0.004301, 0.004743, 0.004274, 0.004305, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00157474, 0.00495963, 0.0156203, 0.0491958, 0.154941, 0.487986]","[0.0005, 0.00157474, 0.00495963, 0.0156203, 0.0491958, 0.154941, 0.487986]","[0.2914405, 0.2959464, 0.3075007, 0.3321666, 0.3823195, 0.4913169, 0.7865198]","[0.1837652, 0.1886652, 0.2016115, 0.2329537, 0.3113498, 0.5380812, 1.2488486]",0.3321666,0.2329537,A1,A1
sky130_fd_sc_hd__o221ai_1,"['A1', 'A2', 'B1', 'B2', 'C1', 'Y']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.527513]",8.7584,(!B1&!B2)|(!A1&!A2)|(!C1),0.00108809,"[0.002327, 0.002323, 0.002319, 0.002302, 0.002248, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00114072, 0.00260248, 0.00593741, 0.0135458, 0.030904, 0.0705056]","[0.0005, 0.00114072, 0.00260248, 0.00593741, 0.0135458, 0.030904, 0.0705056]","[0.1162045, 0.1220909, 0.1349859, 0.1632536, 0.2261744, 0.3678993, 0.6893808]","[0.1744892, 0.1846149, 0.2063731, 0.2547422, 0.3618072, 0.6013909, 1.143623]",0.1632536,0.2547422,A1,A1
sky130_fd_sc_hd__o221ai_2,"['A1', 'A2', 'B1', 'B2', 'C1', 'Y']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.542935]",15.0144,(!B1&!B2)|(!A1&!A2)|(!C1),0.001655291,"[0.004777, 0.004318, 0.004879, 0.004278, 0.00424, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00126022, 0.00317632, 0.00800574, 0.020178, 0.0508576, 0.128184]","[0.0005, 0.00126022, 0.00317632, 0.00800574, 0.020178, 0.0508576, 0.128184]","[0.1030012, 0.1065131, 0.1148212, 0.1348836, 0.1829766, 0.3014812, 0.5966331]","[0.176646, 0.1831688, 0.1994509, 0.2392076, 0.3347308, 0.570183, 1.1535495]",0.1348836,0.2392076,A1,A1
sky130_fd_sc_hd__o221ai_4,"['A1', 'A2', 'B1', 'B2', 'C1', 'Y']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.547402]",26.2752,(!B1&!B2)|(!A1&!A2)|(!C1),0.003402354,"[0.009107, 0.00848, 0.008915, 0.008125, 0.008417, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00137481, 0.0037802, 0.0103941, 0.0285798, 0.0785834, 0.216074]","[0.0005, 0.00137481, 0.0037802, 0.0103941, 0.0285798, 0.0785834, 0.216074]","[0.1107007, 0.1131252, 0.1195346, 0.136567, 0.180607, 0.2974472, 0.6133099]","[0.1902641, 0.1947747, 0.2076491, 0.2393322, 0.324372, 0.5509178, 1.1615926]",0.136567,0.2393322,A1,A1
sky130_fd_sc_hd__o22a_1,"['A1', 'A2', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.501648]",8.7584,(A1&B1)|(A2&B1)|(A1&B2)|(A2&B2),0.002758667,"[0.002354, 0.002423, 0.002405, 0.002364, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00131045, 0.00343455, 0.00900162, 0.0235923, 0.0618331, 0.162058]","[0.0005, 0.00131045, 0.00343455, 0.00900162, 0.0235923, 0.0618331, 0.162058]","[0.2148247, 0.2219684, 0.236741, 0.2657633, 0.3244612, 0.4609246, 0.810603]","[0.1348628, 0.1422157, 0.1587984, 0.197168, 0.292936, 0.5396311, 1.1831341]",0.2657633,0.197168,A1,A1
sky130_fd_sc_hd__o22a_2,"['A1', 'A2', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.504549]",10.0096,(A1&B1)|(A2&B1)|(A1&B2)|(A2&B2),0.002384921,"[0.002349, 0.002355, 0.002389, 0.002344, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00145601, 0.00423991, 0.0123467, 0.0359537, 0.104698, 0.30488]","[0.0005, 0.00145601, 0.00423991, 0.0123467, 0.0359537, 0.104698, 0.30488]","[0.2432133, 0.249807, 0.2640843, 0.2920412, 0.3470806, 0.4702965, 0.8035047]","[0.1450289, 0.1512054, 0.1655728, 0.1985738, 0.2824091, 0.5181576, 1.2023095]",0.2920412,0.1985738,A1,A1
sky130_fd_sc_hd__o22a_4,"['A1', 'A2', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.501462]",17.5168,(A1&B1)|(A2&B1)|(A1&B2)|(A2&B2),0.003858254,"[0.004795, 0.004335, 0.004819, 0.004313, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00159662, 0.00509839, 0.0162804, 0.0519871, 0.166007, 0.5301]","[0.0005, 0.00159662, 0.00509839, 0.0162804, 0.0519871, 0.166007, 0.5301]","[0.2540733, 0.2584028, 0.2694237, 0.293568, 0.3433605, 0.4569344, 0.7784421]","[0.1408617, 0.1447802, 0.1553082, 0.1822469, 0.2558065, 0.4809775, 1.1937081]",0.293568,0.1822469,A1,A1
sky130_fd_sc_hd__o22ai_1,"['A1', 'A2', 'B1', 'B2', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.52231]",6.256,(!B1&!B2)|(!A1&!A2),0.001308287,"[0.00233, 0.002345, 0.002431, 0.002363, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00114801, 0.00263585, 0.00605195, 0.0138954, 0.031904, 0.0732522]","[0.0005, 0.00114801, 0.00263585, 0.00605195, 0.0138954, 0.031904, 0.0732522]","[0.0849406, 0.0894311, 0.0989477, 0.1192399, 0.163616, 0.2635881, 0.4912595]","[0.1510612, 0.1606036, 0.1809653, 0.2285021, 0.3357115, 0.5792649, 1.1356988]",0.1192399,0.2285021,A1,A1
sky130_fd_sc_hd__o22ai_2,"['A1', 'A2', 'B1', 'B2', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.503444]",12.512,(!B1&!B2)|(!A1&!A2),0.003895224,"[0.004367, 0.004312, 0.004299, 0.004314, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.0012748, 0.00325021, 0.00828671, 0.0211277, 0.0538671, 0.137339]","[0.0005, 0.0012748, 0.00325021, 0.00828671, 0.0211277, 0.0538671, 0.137339]","[0.0864545, 0.0894942, 0.0966158, 0.1133299, 0.1532805, 0.2517955, 0.4996565]","[0.1611168, 0.1664862, 0.1822538, 0.2211358, 0.3181563, 0.562094, 1.1802296]",0.1133299,0.2211358,A1,A1
sky130_fd_sc_hd__o22ai_4,"['A1', 'A2', 'B1', 'B2', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.539635]",20.0192,(!B1&!B2)|(!A1&!A2),0.003520279,"[0.009108, 0.008497, 0.00893, 0.008322, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00137578, 0.00378553, 0.0104161, 0.0286605, 0.0788608, 0.21699]","[0.0005, 0.00137578, 0.00378553, 0.0104161, 0.0286605, 0.0788608, 0.21699]","[0.0793208, 0.0809622, 0.0859789, 0.0980621, 0.1276588, 0.2044667, 0.4109454]","[0.169445, 0.1736582, 0.1851241, 0.2155238, 0.2973988, 0.5201994, 1.1262952]",0.0980621,0.2155238,A1,A1
sky130_fd_sc_hd__o2bb2a_1,"['A1_N', 'A2_N', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.506856]",10.0096,(!A1_N&B1)|(!A2_N&B1)|(!A1_N&B2)|(!A2_N&B2),0.003411555,"[0.001396, 0.001487, 0.001481, 0.001613, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130294, 0.0033953, 0.00884774, 0.0230561, 0.0600815, 0.156565]","[0.0005, 0.00130294, 0.0033953, 0.00884774, 0.0230561, 0.0600815, 0.156565]","[0.2884979, 0.2978128, 0.3167064, 0.3518948, 0.4178003, 0.5537301, 0.8812272]","[0.2461945, 0.2541252, 0.2718642, 0.3114905, 0.4080343, 0.6548198, 1.2957941]",0.3518948,0.3114905,B1,A1_N
sky130_fd_sc_hd__o2bb2a_2,"['A1_N', 'A2_N', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.504633]",11.2608,(!A1_N&B1)|(!A2_N&B1)|(!A1_N&B2)|(!A2_N&B2),0.003096186,"[0.001665, 0.001754, 0.001722, 0.001881, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00144788, 0.0041927, 0.012141, 0.0351575, 0.101808, 0.29481]","[0.0005, 0.00144788, 0.0041927, 0.012141, 0.0351575, 0.101808, 0.29481]","[0.2655754, 0.272641, 0.288283, 0.31892, 0.3770681, 0.4994763, 0.8138001]","[0.2569989, 0.2640387, 0.2801822, 0.31582, 0.4015767, 0.6373529, 1.3113569]",0.31892,0.31582,B1,A1_N
sky130_fd_sc_hd__o2bb2a_4,"['A1_N', 'A2_N', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.504127]",20.0192,(!A1_N&B1)|(!A2_N&B1)|(!A1_N&B2)|(!A2_N&B2),0.005016677,"[0.004894, 0.004427, 0.004812, 0.004355, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00157963, 0.00499045, 0.0157661, 0.0498092, 0.15736, 0.497141]","[0.0005, 0.00157963, 0.00499045, 0.0157661, 0.0498092, 0.15736, 0.497141]","[0.2284516, 0.2324362, 0.2426043, 0.2650273, 0.3114552, 0.4176592, 0.7156556]","[0.2079401, 0.2119241, 0.2224819, 0.2497215, 0.3244983, 0.5518813, 1.264471]",0.2650273,0.2497215,B1,A1_N
sky130_fd_sc_hd__o2bb2ai_1,"['A1_N', 'A2_N', 'B1', 'B2', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.501851]",8.7584,(!B1&!B2)|(A1_N&A2_N),0.001846366,"[0.002358, 0.002504, 0.002324, 0.002379, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00115507, 0.00266839, 0.00616436, 0.0142406, 0.0328978, 0.0759987]","[0.0005, 0.00115507, 0.00266839, 0.00616436, 0.0142406, 0.0328978, 0.0759987]","[0.1385968, 0.1431652, 0.153102, 0.1740892, 0.2198588, 0.3229085, 0.5595056]","[0.1285344, 0.1381413, 0.1597398, 0.2093051, 0.3219985, 0.579947, 1.1731862]",0.1740892,0.2093051,A1_N,B1
sky130_fd_sc_hd__o2bb2ai_2,"['A1_N', 'A2_N', 'B1', 'B2', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.491173]",15.0144,(!B1&!B2)|(A1_N&A2_N),0.003448275,"[0.0049, 0.004451, 0.004809, 0.004344, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00127051, 0.0032284, 0.00820343, 0.0208451, 0.0529678, 0.134592]","[0.0005, 0.00127051, 0.0032284, 0.00820343, 0.0208451, 0.0529678, 0.134592]","[0.1370359, 0.1400293, 0.1470022, 0.162699, 0.1982512, 0.2836892, 0.497696]","[0.1332702, 0.1396256, 0.1554054, 0.1946564, 0.2925447, 0.5377859, 1.1558349]",0.162699,0.1946564,A2_N,B1
sky130_fd_sc_hd__o2bb2ai_4,"['A1_N', 'A2_N', 'B1', 'B2', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.497647]",27.5264,(!B1&!B2)|(A1_N&A2_N),0.006654603,"[0.008748, 0.008812, 0.008673, 0.008484, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00140513, 0.00394876, 0.011097, 0.0311854, 0.0876387, 0.246287]","[0.0005, 0.00140513, 0.00394876, 0.011097, 0.0311854, 0.0876387, 0.246287]","[0.1540183, 0.1561807, 0.1619429, 0.176086, 0.2120331, 0.3070121, 0.5693769]","[0.140073, 0.1443912, 0.155865, 0.18711, 0.2736909, 0.5120399, 1.175839]",0.176086,0.18711,A1_N,B1
sky130_fd_sc_hd__o311a_1,"['A1', 'A2', 'A3', 'B1', 'C1', 'X']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.511573]",10.0096,(A1&B1&C1)|(A2&B1&C1)|(A3&B1&C1),0.003766736,"[0.002351, 0.002362, 0.002349, 0.002372, 0.002365, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130167, 0.00338867, 0.00882184, 0.0229662, 0.0597886, 0.15565]","[0.0005, 0.00130167, 0.00338867, 0.00882184, 0.0229662, 0.0597886, 0.15565]","[0.3464831, 0.3558512, 0.3744629, 0.4090631, 0.473193, 0.6016491, 0.9013736]","[0.1540801, 0.1626027, 0.1812993, 0.2223086, 0.3196982, 0.5690312, 1.2145434]",0.4090631,0.2223086,A1,A1
sky130_fd_sc_hd__o311a_2,"['A1', 'A2', 'A3', 'B1', 'C1', 'X']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.504132]",11.2608,(A1&B1&C1)|(A2&B1&C1)|(A3&B1&C1),0.003737032,"[0.002346, 0.002358, 0.002342, 0.00236, 0.002344, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00144713, 0.00418836, 0.0121222, 0.0350847, 0.101544, 0.293894]","[0.0005, 0.00144713, 0.00418836, 0.0121222, 0.0350847, 0.101544, 0.293894]","[0.3944277, 0.4026194, 0.4206377, 0.4556742, 0.520523, 0.6489773, 0.9548191]","[0.1691518, 0.1762055, 0.1923292, 0.2284619, 0.3149387, 0.5518537, 1.2331154]",0.4556742,0.2284619,A1,A1
