Cell Name,Pin name,Direction,Max Transition,Area,Function,Leakage Power,Max_Cap,Input Transition Fall,Input Transition Rise,Output Capacitance Fall,Output Capacitance Rise,Delay Fall,Delay Rise,Delay Value Fall,Delay Value Rise,Max Pin Delay Fall,Max Pin Delay Rise
sky130_fd_sc_hd__dlclkp_4,"['CLK', 'GATE', 'M0', 'GCLK']","['input', 'input', 'internal', 'output']","[1.5, 1.5, 'Not Available', 1.501754]",21.2704,(!VPWR+VGND),0.008296762,"[0.004878, 0.001664, 'Not Available', 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00158539, 0.00502695, 0.0159394, 0.0505404, 0.160253, 0.508128]","[0.0005, 0.00158539, 0.00502695, 0.0159394, 0.0505404, 0.160253, 0.508128]","[0.1876677, 0.1912914, 0.20052, 0.2209875, 0.263603, 0.3643498, 0.6588604]","[0.1473059, 0.1518057, 0.163535, 0.1926169, 0.2676564, 0.4917254, 1.1996911]",0.2209875,0.1926169,CLK,CLK
sky130_fd_sc_hd__dlrtn_1,"['D', 'GATE_N', 'RESET_B', 'Q']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.50375]",17.5168,IQ,0.007209679,"[0.001788, 0.001745, 0.002513, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130547, 0.00340849, 0.00889933, 0.0232356, 0.0606665, 0.158396]","[0.0005, 0.00130547, 0.00340849, 0.00889933, 0.0232356, 0.0606665, 0.158396]","[0.2812302, 0.2867826, 0.2982106, 0.3210747, 0.3697502, 0.4878664, 0.7943329]","[0.4189617, 0.4266448, 0.4435639, 0.4819486, 0.5771944, 0.8229166, 1.4659716]",0.3210747,0.4819486,GATE_N,GATE_N
sky130_fd_sc_hd__dlrtn_2,"['D', 'GATE_N', 'RESET_B', 'Q']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.504404]",17.5168,IQ,0.008012049,"[0.001775, 0.001745, 0.002434, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00144029, 0.00414884, 0.011951, 0.0344258, 0.0991659, 0.285654]","[0.0005, 0.00144029, 0.00414884, 0.011951, 0.0344258, 0.0991659, 0.285654]","[0.296307, 0.3009664, 0.3113502, 0.3325229, 0.3769096, 0.4851262, 0.7892856]","[0.4336937, 0.4398009, 0.4541302, 0.486768, 0.5686823, 0.7980777, 1.4568529]",0.3325229,0.486768,GATE_N,GATE_N
sky130_fd_sc_hd__dlrtn_4,"['D', 'GATE_N', 'RESET_B', 'Q']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.50662]",20.0192,IQ,0.008830923,"[0.001788, 0.001745, 0.002393, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00160434, 0.0051478, 0.0165176, 0.0529997, 0.170059, 0.545664]","[0.0005, 0.00160434, 0.0051478, 0.0165176, 0.0529997, 0.170059, 0.545664]","[0.3335995, 0.3373031, 0.3470596, 0.3688067, 0.4146005, 0.5233263, 0.8433056]","[0.4682673, 0.4730246, 0.4855111, 0.5156373, 0.5906625, 0.8119578, 1.5160032]",0.3688067,0.5156373,GATE_N,GATE_N
sky130_fd_sc_hd__dlrtp_1,"['D', 'GATE', 'RESET_B', 'Q']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.506382]",16.2656,IQ,0.006729668,"[0.001791, 0.001752, 0.002435, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130421, 0.00340191, 0.00887357, 0.0231459, 0.0603741, 0.157481]","[0.0005, 0.00130421, 0.00340191, 0.00887357, 0.0231459, 0.0603741, 0.157481]","[0.2917578, 0.2973262, 0.3088113, 0.332, 0.3820819, 0.5052107, 0.8265336]","[0.3645546, 0.3722349, 0.3891534, 0.4275789, 0.522879, 0.7679989, 1.410049]",0.332,0.4275789,GATE,D
sky130_fd_sc_hd__dlrtp_2,"['D', 'GATE', 'RESET_B', 'Q']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.502605]",17.5168,IQ,0.008003216,"[0.001779, 0.001765, 0.002433, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00144029, 0.00414884, 0.011951, 0.0344258, 0.0991659, 0.285654]","[0.0005, 0.00144029, 0.00414884, 0.011951, 0.0344258, 0.0991659, 0.285654]","[0.3095559, 0.3142205, 0.3246219, 0.3458482, 0.3903063, 0.4984809, 0.8014301]","[0.3617738, 0.367918, 0.3822776, 0.4147631, 0.4964576, 0.7257916, 1.3867183]",0.3458482,0.4147631,GATE,D
sky130_fd_sc_hd__dlrtp_4,"['D', 'GATE', 'RESET_B', 'Q']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.505861]",20.0192,IQ,0.008830923,"[0.001795, 0.001759, 0.002376, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00160434, 0.0051478, 0.0165176, 0.0529997, 0.170059, 0.545664]","[0.0005, 0.00160434, 0.0051478, 0.0165176, 0.0529997, 0.170059, 0.545664]","[0.3440898, 0.3477876, 0.3575332, 0.3792666, 0.4250343, 0.5337746, 0.8534929]","[0.3959096, 0.4006133, 0.4131472, 0.4430488, 0.5180584, 0.7392742, 1.4433503]",0.3792666,0.4430488,GATE,D
sky130_fd_sc_hd__dlxtn_1,"['D', 'GATE_N', 'Q']","['input', 'input', 'output']","[1.5, 1.5, 1.498746]",15.0144,IQ,0.008124531,"[0.001797, 0.001745, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00131045, 0.00343455, 0.00900162, 0.0235923, 0.0618331, 0.162058]","[0.0005, 0.00131045, 0.00343455, 0.00900162, 0.0235923, 0.0618331, 0.162058]","[0.2718841, 0.277188, 0.2882735, 0.3111064, 0.3619804, 0.4897526, 0.8236034]","[0.4045115, 0.4114193, 0.4268727, 0.4634562, 0.5571565, 0.8007912, 1.4415891]",0.3111064,0.4634562,GATE_N,GATE_N
sky130_fd_sc_hd__dlxtn_2,"['D', 'GATE_N', 'Q']","['input', 'input', 'output']","[1.5, 1.5, 1.505788]",16.2656,IQ,0.008219083,"[0.001788, 0.001745, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00145528, 0.00423566, 0.0123281, 0.0358816, 0.104435, 0.303965]","[0.0005, 0.00145528, 0.00423566, 0.0123281, 0.0358816, 0.104435, 0.303965]","[0.2855695, 0.2901072, 0.3002193, 0.3209607, 0.3657794, 0.4795845, 0.8071369]","[0.4153315, 0.4208122, 0.4336941, 0.463986, 0.5453366, 0.7782499, 1.4557364]",0.3209607,0.463986,GATE_N,GATE_N
sky130_fd_sc_hd__dlxtn_4,"['D', 'GATE_N', 'Q']","['input', 'input', 'output']","[1.5, 1.5, 1.502906]",18.768,IQ,0.008770078,"[0.001788, 0.001745, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00160434, 0.0051478, 0.0165176, 0.0529997, 0.170059, 0.545664]","[0.0005, 0.00160434, 0.0051478, 0.0165176, 0.0529997, 0.170059, 0.545664]","[0.3212375, 0.3248565, 0.3343032, 0.3552498, 0.3996987, 0.5074016, 0.8306167]","[0.4423017, 0.4464568, 0.4574902, 0.4844197, 0.5566434, 0.7793085, 1.4936833]",0.3552498,0.4844197,GATE_N,GATE_N
sky130_fd_sc_hd__dlxtp_1,"['D', 'GATE', 'Q']","['input', 'input', 'output']","[1.5, 1.5, 1.499869]",15.0144,IQ,0.00792823,"[0.001774, 0.001751, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130797, 0.00342157, 0.00895062, 0.0234143, 0.0612504, 0.160227]","[0.0005, 0.00130797, 0.00342157, 0.00895062, 0.0234143, 0.0612504, 0.160227]","[0.2808759, 0.2859778, 0.2967943, 0.3191515, 0.3692519, 0.4953314, 0.8261387]","[0.3263381, 0.3328653, 0.3483047, 0.3849935, 0.4791482, 0.7233187, 1.3641688]",0.3191515,0.3849935,GATE,D
sky130_fd_sc_hd__dlygate4sd1_1,"['A', 'X']","['input', 'output']","[1.5, 1.505379]",8.7584,(A),0.00579233,"[0.001645, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130672, 0.00341504, 0.00892501, 0.023325, 0.0609586, 0.159312]","[0.0005, 0.00130672, 0.00341504, 0.00892501, 0.023325, 0.0609586, 0.159312]","[0.2457716, 0.2517561, 0.2643128, 0.2890808, 0.3418432, 0.4699103, 0.8029942]","[0.1940813, 0.2005187, 0.2156217, 0.2525053, 0.3467035, 0.5932435, 1.2365737]",0.2890808,0.2525053,A,A
sky130_fd_sc_hd__dlygate4sd2_1,"['A', 'X']","['input', 'output']","[1.5, 1.50598]",8.7584,(A),0.005260679,"[0.001676, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130672, 0.00341504, 0.00892501, 0.023325, 0.0609586, 0.159312]","[0.0005, 0.00130672, 0.00341504, 0.00892501, 0.023325, 0.0609586, 0.159312]","[0.2636303, 0.2696133, 0.2822783, 0.3073516, 0.36056, 0.4889746, 0.8220951]","[0.2108745, 0.2174671, 0.2327781, 0.2698591, 0.3642549, 0.6092942, 1.2542194]",0.3073516,0.2698591,A,A
sky130_fd_sc_hd__dlygate4sd3_1,"['A', 'X']","['input', 'output']","[1.5, 1.495067]",10.0096,(A),0.00417669,"[0.001641, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130039, 0.00338201, 0.00879585, 0.022876, 0.0594954, 0.154734]","[0.0005, 0.00130039, 0.00338201, 0.00879585, 0.022876, 0.0594954, 0.154734]","[0.5599264, 0.5692888, 0.5881649, 0.6231063, 0.6893898, 0.8250352, 1.1469636]","[0.53431, 0.5434748, 0.5629217, 0.6046893, 0.7011746, 0.9444749, 1.5746626]",0.6231063,0.6046893,A,A
sky130_fd_sc_hd__dlymetal6s2s_1,"['A', 'X']","['input', 'output']","[1.5, 1.497551]",12.512,(A),0.01305597,"[0.001666, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130421, 0.00340191, 0.00887357, 0.0231459, 0.0603741, 0.157481]","[0.0005, 0.00130421, 0.00340191, 0.00887357, 0.0231459, 0.0603741, 0.157481]","[0.1555073, 0.1602539, 0.1710668, 0.1944138, 0.2461542, 0.372619, 0.700651]","[0.1060557, 0.1118344, 0.126172, 0.162613, 0.2562252, 0.4988319, 1.1307173]",0.1944138,0.162613,A,A
sky130_fd_sc_hd__dlymetal6s4s_1,"['A', 'X']","['input', 'output']","[1.5, 1.506528]",12.512,(A),0.01305567,"[0.001664, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130294, 0.0033953, 0.00884774, 0.0230561, 0.0600815, 0.156565]","[0.0005, 0.00130294, 0.0033953, 0.00884774, 0.0230561, 0.0600815, 0.156565]","[0.2685895, 0.2733739, 0.2842462, 0.3077679, 0.3596938, 0.486835, 0.8163232]","[0.1839304, 0.1896979, 0.2041919, 0.2406925, 0.3339804, 0.5765805, 1.2086798]",0.3077679,0.2406925,A,A
sky130_fd_sc_hd__dlymetal6s6s_1,"['A', 'X']","['input', 'output']","[1.5, 1.512749]",12.512,(A),0.01305599,"[0.001665, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130797, 0.00342157, 0.00895062, 0.0234143, 0.0612504, 0.160227]","[0.0005, 0.00130797, 0.00342157, 0.00895062, 0.0234143, 0.0612504, 0.160227]","[0.3720951, 0.3780036, 0.3903973, 0.4151099, 0.4679931, 0.5967957, 0.932186]","[0.2512216, 0.2574801, 0.27242, 0.3090441, 0.4030885, 0.6506445, 1.2943446]",0.4151099,0.3090441,A,A
sky130_fd_sc_hd__ebufn_1,"['A', 'TE_B', 'Z']","['input', 'input', 'output']","[1.5, 1.5, 1.516791]",10.0096,(A),0.003107474,"[0.001807, 0.003134, 0.00226]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0027599, 0.00341497, 0.00492829, 0.00842426, 0.0165005, 0.0351577, 0.0782586]","[0.0027599, 0.00341497, 0.00492829, 0.00842426, 0.0165005, 0.0351577, 0.0782586]","[0.1414341, 0.1465493, 0.1569559, 0.1778876, 0.2209764, 0.3162774, 0.5360344]","[0.1300444, 0.1395034, 0.1619714, 0.2130801, 0.3277315, 0.5924446, 1.1890299]",0.1778876,0.2130801,A,A
sky130_fd_sc_hd__ebufn_2,"['A', 'TE_B', 'Z']","['input', 'input', 'output']","[1.5, 1.5, 1.515489]",11.2608,(A),0.003358703,"[0.001818, 0.004083, 0.002754]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0032537, 0.00400938, 0.00590717, 0.0106732, 0.0226425, 0.0527016, 0.128191]","[0.0032537, 0.00400938, 0.00590717, 0.0106732, 0.0226425, 0.0527016, 0.128191]","[0.1516795, 0.1562217, 0.1658837, 0.1852109, 0.2239573, 0.3102768, 0.5226203]","[0.1298348, 0.1371133, 0.1543248, 0.1976135, 0.302751, 0.5607362, 1.2019474]",0.1852109,0.1976135,A,A
sky130_fd_sc_hd__ebufn_4,"['A', 'TE_B', 'Z']","['input', 'input', 'output']","[1.5, 1.5, 1.519976]",16.2656,(A),0.005938862,"[0.002487, 0.006868, 0.005204]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0057039, 0.00658256, 0.00900533, 0.0156857, 0.0341057, 0.0848957, 0.22494]","[0.0057039, 0.00658256, 0.00900533, 0.0156857, 0.0341057, 0.0848957, 0.22494]","[0.1638803, 0.1671765, 0.175059, 0.1922302, 0.2282795, 0.3110634, 0.5286851]","[0.1346575, 0.1395578, 0.1528057, 0.1876632, 0.2807128, 0.5308335, 1.2062495]",0.1922302,0.1876632,A,A
sky130_fd_sc_hd__ebufn_8,"['A', 'TE_B', 'Z']","['input', 'input', 'output']","[1.5, 1.5, 1.520505]",26.2752,(A),0.006327649,"[0.004474, 0.010539, 0.00975]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0102496, 0.0112606, 0.014316, 0.0235494, 0.0514532, 0.13578, 0.390619]","[0.0102496, 0.0112606, 0.014316, 0.0235494, 0.0514532, 0.13578, 0.390619]","[0.1703799, 0.1726847, 0.1792031, 0.1950242, 0.2312974, 0.319154, 0.5685363]","[0.1322669, 0.135656, 0.1455553, 0.1743317, 0.2572909, 0.4992124, 1.2077108]",0.1950242,0.1743317,A,A
sky130_fd_sc_hd__edfxtp_1,"['CLK', 'D', 'DE', 'Q']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.503154]",30.0288,IQ,0.009787006,"[0.001758, 0.001804, 0.00329, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00132251, 0.00349805, 0.00925239, 0.0244727, 0.0647307, 0.171214]","[0.0005, 0.00132251, 0.00349805, 0.00925239, 0.0244727, 0.0647307, 0.171214]","[0.3513822, 0.363253, 0.3878383, 0.4343881, 0.5190627, 0.6737094, 1.0255232]","[0.3199537, 0.3287403, 0.3479609, 0.3903745, 0.4898191, 0.7355246, 1.3822651]",0.4343881,0.3903745,CLK,CLK
sky130_fd_sc_hd__einvn_0,"['A', 'TE_B', 'Z']","['input', 'input', 'output']","[1.5, 1.5, 1.48703]",5.0048,(!A),0.001200428,"[0.001818, 0.002483, 0.001455]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0019552, 0.00253372, 0.00378161, 0.00647337, 0.0122796, 0.0248038, 0.0518192]","[0.0019552, 0.00253372, 0.00378161, 0.00647337, 0.0122796, 0.0248038, 0.0518192]","[0.1342004, 0.1400313, 0.1518259, 0.1759324, 0.2263909, 0.3345688, 0.5690391]","[0.1049192, 0.1174116, 0.1433455, 0.1984739, 0.3166971, 0.5726088, 1.1242609]",0.1759324,0.1984739,TE_B,TE_B
